[-0.26051295  0.01130502],[1 0 0]
[-0.25198251  0.00853045],[0 1 0]
[-0.24527111  0.00671139],[0 0 1]
[-0.23941293  0.00585818],[0 1 0]
[-0.23543717  0.00397577],[1 0 0]
[-0.2343633   0.00107386],[0 1 0]
[-0.23519656 -0.00083326],[0 0 1]
[-0.23693289 -0.00173633],[0 0 1]
[-0.23956382 -0.00263093],[0 0 1]
[-0.24307642 -0.0035126 ],[0 0 1]
[-0.24745325 -0.00437682],[1 0 0]
[-0.25467226 -0.00721901],[0 0 1]
[-0.26269643 -0.00802417],[0 1 0]
[-0.2724836  -0.00978717],[0 0 1]
[-0.28298098 -0.01049738],[0 1 0]
[-0.2951303  -0.01214932],[0 1 0]
[-0.30886209 -0.01373179],[1 0 0]
[-0.32509529 -0.01623321],[0 1 0]
[-0.34273083 -0.01763553],[0 0 1]
[-0.36065728 -0.01792645],[0 0 1]
[-0.3787577  -0.01810042],[1 0 0]
[-0.39891057 -0.02015287],[0 1 0]
[-0.41997695 -0.02106637],[1 0 0]
[-0.44280803 -0.02283108],[1 0 0]
[-0.46723912 -0.0244311 ],[0 0 1]
[-0.49109091 -0.02385178],[0 1 0]
[-0.51518611 -0.02409521],[0 1 0]
[-0.53934441 -0.02415829],[1 0 0]
[-0.56438465 -0.02504025],[1 0 0]
[-0.59011977 -0.02573511],[0 0 1]
[-0.61435928 -0.02423951],[0 1 0]
[-0.63792647 -0.02356719],[0 0 1]
[-0.65965291 -0.02172644],[0 1 0]
[-0.68038704 -0.02073413],[1 0 0]
[-0.70098815 -0.02060111],[0 0 1]
[-0.71932075 -0.0183326 ],[0 0 1]
[-0.73526834 -0.01594759],[0 1 0]
[-0.74973296 -0.01446463],[1 0 0]
[-0.76362872 -0.01389575],[1 0 0]
[-0.77687584 -0.01324712],[1 0 0]
[-0.78940096 -0.01252512],[0 1 0]
[-0.80013722 -0.01073626],[1 0 0]
[-0.8100293  -0.00989208],[0 0 1]
[-0.81702793 -0.00699863],[1 0 0]
[-0.82309925 -0.00607132],[0 1 0]
[-0.82721459 -0.00411534],[1 0 0]
[-0.83035486 -0.00314028],[0 0 1]
[-8.30505731e-01 -1.50867219e-04],[1 0 0]
[-0.8296665   0.00083923],[0 0 1]
[-0.825841    0.00382551],[1 0 0]
[-0.82104676  0.00479423],[0 0 1]
[-0.81330617  0.0077406 ],[1 0 0]
[-0.80465616  0.00865   ],[1 0 0]
[-0.79513927  0.00951689],[0 1 0]
[-0.78380371  0.01133556],[0 0 1]
[-0.76970886  0.01409485],[1 0 0]
[-0.75493137  0.01477748],[0 1 0]
[-0.73855485  0.01637652],[0 1 0]
[-0.72067559  0.01787926],[0 0 1]
[-0.70040288  0.02027271],[0 1 0]
[-0.67886544  0.02153744],[0 1 0]
[-0.65620516  0.02266028],[1 0 0]
[-0.63357636  0.0226288 ],[0 1 0]
[-0.61013761  0.02343875],[0 0 1]
[-0.58505708  0.02508053],[0 0 1]
[-0.55851823  0.02653886],[1 0 0]
[-0.53271796  0.02580027],[0 1 0]
[-0.5068493   0.02586866],[0 1 0]
[-0.48110621  0.02574309],[0 1 0]
[-0.45568095  0.02542526],[0 1 0]
[-0.43076156  0.02491939],[0 1 0]
[-0.40652948  0.02423208],[0 1 0]
[-0.38315748  0.023372  ],[0 0 1]
[-0.3598079   0.02334958],[0 0 1]
[-0.33663792  0.02316999],[0 0 1]
[-0.31379776  0.02284015],[0 0 1]
[-0.29142927  0.0223685 ],[1 0 0]
[-0.27166463  0.01976464],[0 0 1]
[-0.25261468  0.01904995],[0 1 0]
[-0.23538052  0.01723416],[0 1 0]
[-0.22004854  0.01533198],[0 0 1]
[-0.20569132  0.01435722],[0 1 0]
[-0.19337304  0.01231828],[0 1 0]
[-0.18314575  0.01022729],[0 1 0]
[-0.17505051  0.00809524],[1 0 0]
[-0.17011839  0.00493212],[0 1 0]
[-0.16736769  0.0027507 ],[0 0 1]
[-0.16580843  0.00155926],[0 0 1]
[-0.1654462   0.00036223],[0 0 1]
[-0.1662823 -0.0008361],[0 1 0]
[-0.16931374 -0.00303144],[1 0 0]
[-0.17552954 -0.00621581],[1 0 0]
[-0.43930579  0.        ],[1 0 0]
[-0.44093127 -0.00162548],[0 0 1]
[-0.44217042 -0.00123915],[0 0 1]
[-0.44301423 -0.00084381],[0 1 0]
[-0.44445655 -0.00144232],[1 0 0]
[-0.44748688 -0.00303033],[0 0 1]
[-0.4500831  -0.00259622],[0 1 0]
[-0.45322623 -0.00314313],[0 1 0]
[-0.45689324 -0.00366701],[1 0 0]
[-0.46205721 -0.00516397],[1 0 0]
[-0.46868012 -0.00662291],[0 0 1]
[-0.47471306 -0.00603294],[1 0 0]
[-0.48211133 -0.00739827],[1 0 0]
[-0.49081996 -0.00870863],[1 0 0]
[-0.50077403 -0.00995407],[0 0 1]
[-0.50989915 -0.00912512],[0 1 0]
[-0.51912699 -0.00922784],[1 0 0]
[-0.52938837 -0.01026138],[0 0 1]
[-0.53860633 -0.00921796],[0 1 0]
[-0.54771177 -0.00910544],[1 0 0]
[-0.55763652 -0.00992475],[1 0 0]
[-0.56830643 -0.01066991],[1 0 0]
[-0.57964204 -0.01133561],[0 0 1]
[-0.5895593  -0.00991726],[0 1 0]
[-0.59898507 -0.00942578],[1 0 0]
[-0.60885026 -0.00986519],[0 0 1]
[-0.61708301 -0.00823275],[0 0 1]
[-0.62362379 -0.00654077],[1 0 0]
[-0.63042558 -0.00680179],[1 0 0]
[-0.63743982 -0.00701424],[1 0 0]
[-0.64461675 -0.00717693],[0 1 0]
[-0.65090585 -0.0062891 ],[0 1 0]
[-0.6562632  -0.00535734],[0 1 0]
[-0.66065162 -0.00438842],[0 0 1]
[-0.66304086 -0.00238924],[1 0 0]
[-0.66541452 -0.00237366],[1 0 0]
[-0.66775637 -0.00234184],[0 1 0]
[-0.66905042 -0.00129405],[1 0 0]
[-0.67028787 -0.00123745],[1 0 0]
[-0.67146032 -0.00117245],[0 1 0]
[-6.71559822e-01 -9.95020548e-05],[0 0 1]
[-0.6695857   0.00197412],[1 0 0]
[-0.66755134  0.00203436],[0 0 1]
[-0.66347059  0.00408075],[0 0 1]
[-0.65737132  0.00609928],[0 0 1]
[-0.64929546  0.00807585],[1 0 0]
[-0.64129907  0.0079964 ],[1 0 0]
[-0.63343815  0.00786092],[0 0 1]
[-0.62376826  0.00966989],[0 0 1]
[-0.61235836  0.0114099 ],[0 1 0]
[-0.6002906   0.01206776],[0 1 0]
[-0.58765271  0.01263789],[1 0 0]
[-0.57553737  0.01211534],[0 1 0]
[-0.56303407  0.01250331],[0 0 1]
[-0.54923569  0.01379838],[0 0 1]
[-0.53424522  0.01499047],[0 0 1]
[-0.51817492  0.0160703 ],[0 1 0]
[-0.50214529  0.01602963],[1 0 0]
[-0.48727646  0.01486884],[0 0 1]
[-0.4716795   0.01559696],[0 0 1]
[-0.45547037  0.01620913],[0 0 1]
[-0.43876864  0.01670172],[0 1 0]
[-0.4226963   0.01607234],[1 0 0]
[-0.40836923  0.01432708],[0 0 1]
[-0.39388926  0.01447997],[0 1 0]
[-0.38035775  0.01353151],[1 0 0]
[-0.36886779  0.01148996],[1 0 0]
[-0.35949708  0.00937071],[0 1 0]
[-0.35130802  0.00818906],[0 0 1]
[-0.34335436  0.00795365],[0 0 1]
[-0.33568762  0.00766674],[1 0 0]
[-0.33035674  0.00533088],[0 1 0]
[-0.32639535  0.00396139],[1 0 0]
[-0.32482821  0.00156715],[1 0 0]
[-0.32566505 -0.00083684],[0 1 0]
[-0.32790068 -0.00223563],[0 0 1]
[-0.33052117 -0.00262049],[1 0 0]
[-0.33551012 -0.00498895],[0 1 0]
[-0.34183605 -0.00632594],[0 1 0]
[-0.34945865 -0.0076226 ],[0 1 0]
[-0.35832869 -0.00887004],[1 0 0]
[-0.3693881  -0.01105941],[0 1 0]
[-0.38156327 -0.01217517],[1 0 0]
[-0.39577175 -0.01420849],[1 0 0]
[-0.41191562 -0.01614387],[1 0 0]
[-0.42988153 -0.01796591],[1 0 0]
[-0.44954109 -0.01965956],[0 1 0]
[-0.46975153 -0.02021044],[0 1 0]
[-0.49036407 -0.02061254],[1 0 0]
[-0.51222545 -0.02186138],[1 0 0]
[-0.53517212 -0.02294667],[1 0 0]
[-0.559032   -0.02385989],[1 0 0]
[-0.58362664 -0.02459464],[1 0 0]
[-0.6087735  -0.02514686],[0 0 1]
[-0.63228847 -0.02351498],[0 0 1]
[-0.65400264 -0.02171417],[0 0 1]
[-0.67376354 -0.0197609 ],[0 1 0]
[-0.69243592 -0.01867237],[0 1 0]
[-0.70989546 -0.01745955],[0 1 0]
[-0.7260294  -0.01613394],[0 0 1]
[-0.73973672 -0.01370732],[1 0 0]
[-0.75293423 -0.01319751],[0 1 0]
[-0.76454425 -0.01161002],[0 1 0]
[-0.77450048 -0.00995623],[1 0 0]
[-0.78374768 -0.00924719],[0 1 0]
[-0.79123588 -0.0074882 ],[0 1 0]
[-0.79692562 -0.00568975],[0 0 1]
[-0.79978754 -0.00286192],[1 0 0]
[-0.80180705 -0.00201951],[0 1 0]
[-8.01973943e-01 -1.66896367e-04],[1 0 0]
[-8.01287387e-01  6.86555482e-04],[0 0 1]
[-0.79775084  0.00353655],[0 1 0]
[-0.79238224  0.0053686 ],[0 0 1]
[-0.78420923  0.00817301],[1 0 0]
[-0.77527477  0.00893446],[0 1 0]
[-0.76462704  0.01064773],[1 0 0]
[-0.75332505  0.01130199],[1 0 0]
[-0.74143331  0.01189174],[1 0 0]
[-0.72902163  0.01241167],[0 1 0]
[-0.71516497  0.01385666],[0 1 0]
[-0.69994936  0.01521561],[0 0 1]
[-0.68247195  0.0174774 ],[0 1 0]
[-0.66384761  0.01862435],[0 0 1]
[-0.64320216  0.02064545],[1 0 0]
[-0.6226788   0.02052335],[0 0 1]
[-0.60042324  0.02225556],[0 1 0]
[-0.57759659  0.02282666],[0 0 1]
[-0.55336672  0.02422987],[1 0 0]
[-0.52991389  0.02345283],[0 0 1]
[-0.50541369  0.02450019],[0 0 1]
[-0.48004982  0.02536387],[0 0 1]
[-0.45401164  0.02603818],[0 1 0]
[-0.42849157  0.02552006],[0 1 0]
[-0.40367517  0.0248164 ],[0 0 1]
[-0.37873893  0.02493625],[0 1 0]
[-0.35485525  0.02388368],[1 0 0]
[-0.33318378  0.02167147],[0 0 1]
[-0.31186402  0.02131977],[0 1 0]
[-0.29202761  0.01983641],[0 0 1]
[-0.27279161  0.019236  ],[0 1 0]
[-0.25526413  0.01752748],[0 0 1]
[-0.23853874  0.01672539],[1 0 0]
[-0.22470007  0.01383867],[0 1 0]
[-0.21281457  0.0118855 ],[0 1 0]
[-0.20293663  0.00987794],[1 0 0]
[-0.19610952  0.00682711],[0 0 1]
[-0.19036208  0.00574744],[0 0 1]
[-0.18571792  0.00464416],[0 1 0]
[-0.18319567  0.00252225],[0 0 1]
[-0.18180528  0.0013904 ],[0 0 1]
[-0.18155216  0.00025312],[0 0 1]
[-0.18243731 -0.00088515],[0 0 1]
[-0.18445727 -0.00201996],[0 0 1]
[-0.18760413 -0.00314686],[0 1 0]
[-0.19286538 -0.00526125],[1 0 0]
[-0.20121971 -0.00835433],[0 1 0]
[-0.2116322  -0.01041249],[0 0 1]
[-0.22305752 -0.01142532],[1 0 0]
[-0.23744368 -0.01438616],[0 1 0]
[-0.25372194 -0.01627826],[0 1 0]
[-0.27181028 -0.01808834],[0 1 0]
[-0.29161251 -0.01980223],[1 0 0]
[-0.31401754 -0.02240503],[1 0 0]
[-0.33889289 -0.02487536],[1 0 0]
[-0.36608373 -0.02719084],[0 1 0]
[-0.39441245 -0.02832872],[0 1 0]
[-0.423686   -0.02927355],[0 1 0]
[-0.45369772 -0.03001172],[0 0 1]
[-0.48322987 -0.02953215],[0 1 0]
[-0.51306404 -0.02983417],[0 1 0]
[-0.54297721 -0.02991317],[0 1 0]
[-0.57274513 -0.02976791],[0 1 0]
[-0.60214578 -0.02940065],[1 0 0]
[-0.63196276 -0.02981698],[1 0 0]
[-0.66198126 -0.0300185 ],[0 1 0]
[-0.69099144 -0.02901018],[0 1 0]
[-0.71879829 -0.02780684],[0 0 1]
[-0.74422338 -0.0254251 ],[0 0 1]
[-0.76711199 -0.02288861],[0 1 0]
[-0.78833242 -0.02122043],[0 1 0]
[-0.80776959 -0.01943717],[0 1 0]
[-0.82532442 -0.01755483],[0 1 0]
[-0.84091291 -0.01558849],[0 1 0]
[-0.85446504 -0.01355213],[0 0 1]
[-0.86492355 -0.01045851],[0 0 1]
[-0.87224661 -0.00732306],[0 0 1]
[-0.87640617 -0.00415956],[0 1 0]
[-0.87838678 -0.0019806 ],[1 0 0]
[-8.79181179e-01 -7.94403378e-04],[0 1 0]
[-0.8777865   0.00139468],[1 0 0]
[-0.8752078  0.0025787],[0 0 1]
[-0.86945457  0.00575323],[0 1 0]
[-0.86154841  0.00790616],[0 1 0]
[-0.85152007  0.01002834],[1 0 0]
[-0.84041026  0.01110981],[1 0 0]
[-0.82826628  0.01214398],[0 0 1]
[-0.81314241  0.01512387],[1 0 0]
[-0.79710993  0.01603248],[0 1 0]
[-0.77924868  0.01786125],[0 0 1]
[-0.75865257  0.02059611],[0 0 1]
[-0.43041584  0.        ],[0 0 1]
[-4.30105644e-01  3.10194999e-04],[0 0 1]
[-0.42948749  0.00061815],[1 0 0]
[-0.43056583 -0.00107834],[0 0 1]
[-0.43133289 -0.00076706],[1 0 0]
[-0.43378315 -0.00245026],[0 0 1]
[-0.4358989  -0.00211575],[0 0 1]
[-0.43766484 -0.00176594],[0 0 1]
[-0.43906817 -0.00140333],[0 1 0]
[-0.4410987  -0.00203053],[0 1 0]
[-0.44374169 -0.00264299],[1 0 0]
[-0.44797789 -0.0042362 ],[0 0 1]
[-0.4517764  -0.00379851],[0 0 1]
[-0.45510941 -0.00333302],[1 0 0]
[-0.45995249 -0.00484308],[0 1 0]
[-0.46527002 -0.00531753],[0 0 1]
[-0.47002279 -0.00475277],[1 0 0]
[-0.47617565 -0.00615286],[0 1 0]
[-0.48268298 -0.00650733],[1 0 0]
[-0.49049642 -0.00781343],[0 1 0]
[-0.49855771 -0.00806129],[1 0 0]
[-0.50780663 -0.00924892],[1 0 0]
[-0.51817395 -0.01036732],[1 0 0]
[-0.52958196 -0.01140801],[0 1 0]
[-0.54094509 -0.01136313],[0 1 0]
[-0.55217819 -0.0112331 ],[1 0 0]
[-0.5641972  -0.01201901],[1 0 0]
[-0.57691248 -0.01271528],[1 0 0]
[-0.5902296  -0.01331713],[0 1 0]
[-0.60305032 -0.01282072],[1 0 0]
[-0.61628077 -0.01323046],[1 0 0]
[-0.62982504 -0.01354426],[0 0 1]
[-0.64158602 -0.01176098],[0 1 0]
[-0.65248046 -0.01089444],[0 0 1]
[-0.66143219 -0.00895173],[0 0 1]
[-0.66837938 -0.00694719],[1 0 0]
[-0.67527454 -0.00689516],[0 1 0]
[-0.68107098 -0.00579644],[0 1 0]
[-0.68572982 -0.00465884],[1 0 0]
[-0.69022006 -0.00449024],[1 0 0]
[-0.69451203 -0.00429197],[0 1 0]
[-0.69757759 -0.00306556],[0 0 1]
[-0.69839675 -0.00081916],[1 0 0]
[-6.98964189e-01 -5.67437841e-04],[1 0 0]
[-6.99276223e-01 -3.12034578e-04],[1 0 0]
[-6.99330831e-01 -5.46080690e-05],[0 0 1]
[-0.69712766  0.00220317],[0 1 0]
[-0.69368101  0.00344665],[0 1 0]
[-0.68901339  0.00466763],[0 1 0]
[-0.68315545  0.00585794],[0 0 1]
[-0.67514601  0.00800944],[0 0 1]
[-0.66503872  0.01010729],[0 1 0]
[-0.65390217  0.01113654],[0 0 1]
[-0.64081306  0.01308912],[1 0 0]
[-0.62786284  0.01295022],[1 0 0]
[-0.61514333  0.01271951],[0 1 0]
[-0.60174583  0.0133975 ],[1 0 0]
[-0.58876759  0.01297825],[0 1 0]
[-0.57530368  0.0134639 ],[0 0 1]
[-0.56045354  0.01485014],[0 1 0]
[-0.54532756  0.01512599],[0 1 0]
[-0.53003872  0.01528884],[0 0 1]
[-0.51370159  0.01633713],[0 0 1]
[-0.49643868  0.01726291],[0 1 0]
[-0.47937924  0.01705944],[0 0 1]
[-0.46165047  0.01772876],[1 0 0]
[-0.44538365  0.01626682],[0 0 1]
[-0.42869808  0.01668558],[0 0 1]
[-0.41171468  0.0169834 ],[0 1 0]
[-0.39555474  0.01615993],[1 0 0]
[-0.3813317   0.01422305],[1 0 0]
[-0.36914355  0.01218815],[0 1 0]
[-0.35807281  0.01107074],[1 0 0]
[-0.34919312  0.00887969],[0 1 0]
[-0.3415626   0.00763052],[0 0 1]
[-0.33423049  0.00733211],[1 0 0]
[-0.32924347  0.00498702],[0 0 1]
[-0.32463292  0.00461055],[0 1 0]
[-0.32142757  0.00320535],[0 0 1]
[-0.31864723  0.00278034],[0 0 1]
[-0.31630899  0.00233824],[0 0 1]
[-0.31442714  0.00188185],[0 1 0]
[-0.31401313  0.00041401],[1 0 0]
[-0.31606947 -0.00205634],[0 1 0]
[-0.31958365 -0.00351419],[0 1 0]
[-0.3245342  -0.00495054],[1 0 0]
[-0.33189055 -0.00735635],[1 0 0]
[-0.34160675 -0.0097162 ],[0 1 0]
[-0.35262108 -0.01101433],[0 1 0]
[-0.36486226 -0.01224117],[1 0 0]
[-0.37924946 -0.0143872 ],[1 0 0]
[-0.39568576 -0.0164363 ],[1 0 0]
[-0.41405804 -0.01837228],[0 1 0]
[-0.43323717 -0.01917913],[0 0 1]
[-0.45208574 -0.01884857],[1 0 0]
[-0.47246655 -0.02038081],[0 0 1]
[-0.49222935 -0.0197628 ],[0 1 0]
[-0.51222708 -0.01999772],[0 0 1]
[-0.53131007 -0.019083  ],[1 0 0]
[-0.55133524 -0.02002517],[0 0 1]
[-0.57015262 -0.01881738],[1 0 0]
[-0.58962198 -0.01946936],[1 0 0]
[-0.6095994  -0.01997742],[0 1 0]
[-0.62893895 -0.01933955],[0 1 0]
[-0.64750153 -0.01856258],[0 0 1]
[-0.6641561  -0.01665456],[1 0 0]
[-0.68078744 -0.01663135],[1 0 0]
[-0.69728308 -0.01649564],[0 0 1]
[-0.71153424 -0.01425116],[0 0 1]
[-0.72344938 -0.01191514],[0 1 0]
[-0.73395384 -0.01050446],[0 1 0]
[-0.74298328 -0.00902944],[1 0 0]
[-0.75148358 -0.0085003 ],[1 0 0]
[-0.75940481 -0.00792123],[0 1 0]
[-0.76570135 -0.00629654],[1 0 0]
[-0.77133761 -0.00563626],[0 0 1]
[-0.77428222 -0.00294461],[1 0 0]
[-0.77651898 -0.00223676],[0 0 1]
[-7.76035689e-01  4.83291819e-04],[0 0 1]
[-0.77283497  0.00320072],[0 1 0]
[-0.76793436  0.00490062],[0 1 0]
[-0.76136097  0.00657338],[1 0 0]
[-0.75415178  0.00720919],[0 0 1]
[-0.74434805  0.00980373],[0 0 1]
[-0.73200709  0.01234096],[0 0 1]
[-0.71720293  0.01480416],[0 1 0]
[-0.70102702  0.01617592],[0 0 1]
[-0.68258234  0.01844467],[0 0 1]
[-0.66198999  0.02059236],[0 1 0]
[-0.64038926  0.02160073],[0 0 1]
[-0.61693041  0.02345884],[0 0 1]
[-0.59178069  0.02514972],[0 1 0]
[-0.56612317  0.02565753],[0 1 0]
[-0.54014757  0.0259756 ],[0 0 1]
[-0.51304791  0.02709966],[1 0 0]
[-0.48702737  0.02602054],[0 0 1]
[-0.46028056  0.02674681],[0 0 1]
[-0.43300579  0.02727477],[0 0 1]
[-0.40540213  0.02760366],[0 0 1]
[-0.37766649  0.02773564],[1 0 0]
[-0.35199071  0.02567578],[1 0 0]
[-0.32854589  0.02344482],[0 0 1]
[-0.30548189  0.023064  ],[0 0 1]
[-0.2829395   0.02254239],[0 1 0]
[-0.2620493   0.02089021],[0 1 0]
[-0.24292553  0.01912377],[0 0 1]
[-0.22466673  0.01825879],[0 0 1]
[-0.20736127  0.01730547],[0 1 0]
[-0.19208747  0.0152738 ],[1 0 0]
[-0.17990993  0.01217754],[0 1 0]
[-0.16987701  0.01003292],[0 0 1]
[-0.1610264   0.00885061],[1 0 0]
[-0.15538971  0.00563669],[1 0 0]
[-0.15298627  0.00240344],[0 1 0]
[-0.15282411  0.00016216],[1 0 0]
[-0.15590378 -0.00307967],[1 0 0]
[-0.16221495 -0.00631117],[0 0 1]
[-0.16973589 -0.00752094],[0 1 0]
[-0.17943965 -0.00970377],[1 0 0]
[-0.19228985 -0.0128502 ],[0 0 1]
[-0.20623548 -0.01394563],[0 0 1]
[-0.22121769 -0.0149822 ],[1 0 0]
[-0.23916926 -0.01795157],[1 0 0]
[-0.26000445 -0.02083519],[0 1 0]
[-0.2826169  -0.02261245],[1 0 0]
[-0.30788334 -0.02526644],[1 0 0]
[-0.33565706 -0.02777372],[0 0 1]
[-0.36376684 -0.02810978],[1 0 0]
[-0.39402995 -0.03026311],[1 0 0]
[-0.42624054 -0.03221059],[0 1 0]
[-0.45917097 -0.03293044],[0 1 0]
[-0.49258162 -0.03341064],[0 1 0]
[-0.52622455 -0.03364294],[0 0 1]
[-0.55884779 -0.03262324],[1 0 0]
[-0.59220716 -0.03335937],[1 0 0]
[-0.62605559 -0.03384843],[0 0 1]
[-0.65814764 -0.03209205],[1 0 0]
[-0.69025775 -0.03211011],[0 0 1]
[-0.72016935 -0.0299116 ],[0 1 0]
[-0.74869064 -0.02852129],[1 0 0]
[-0.77664915 -0.02795851],[0 0 1]
[-0.8018869  -0.02523775],[0 1 0]
[-0.82527164 -0.02338473],[0 0 1]
[-0.84569028 -0.02041864],[0 1 0]
[-0.86405199 -0.01836171],[0 1 0]
[-0.88028165 -0.01622966],[0 0 1]
[-0.89331825 -0.0130366 ],[1 0 0]
[-0.90511654 -0.01179829],[1 0 0]
[-0.91563852 -0.01052198],[0 1 0]
[-0.92385269 -0.00821417],[0 1 0]
[-0.92973608 -0.00588339],[1 0 0]
[-0.93427309 -0.00453701],[0 0 1]
[-0.93545218 -0.0011791 ],[0 1 0]
[-0.93427045  0.00118173],[1 0 0]
[-0.93173082  0.00253963],[1 0 0]
[-0.92783968  0.00389114],[0 1 0]
[-0.92160711  0.00623257],[0 1 0]
[-0.9130499   0.00855721],[1 0 0]
[-0.90319242  0.00985748],[1 0 0]
[-0.89206463  0.01112779],[0 1 0]
[-0.44859629  0.        ],[0 0 1]
[-4.48154074e-01  4.42215920e-04],[0 1 0]
[-4.48272874e-01 -1.18800684e-04],[1 0 0]
[-0.44995182 -0.00167895],[0 0 1]
[-0.45117864 -0.00122682],[0 1 0]
[-0.45294435 -0.00176571],[0 0 1]
[-0.454236   -0.00129166],[0 1 0]
[-0.45604413 -0.00180813],[1 0 0]
[-0.45935546 -0.00331133],[1 0 0]
[-0.46414564 -0.00479018],[0 1 0]
[-0.46937935 -0.00523371],[1 0 0]
[-0.47601792 -0.00663857],[0 0 1]
